index,source,target,llama_fewshot
54,"പ്രോസ് - ഭാരം വളരെ ഭാരം കുറഞ്ഞതാണ്, ചെറിയ വലിപ്പം, നീളം കൂടിയ ബാറ്ററി, ഞാൻ അത് തറയിൽ വീണു, സ്‌ക്രീൻ തകർന്നില്ല - ""ഫേഡ് ഇൻ"" പോലെ പേജുകൾ തിരിക്കുമ്പോൾ അടുത്ത പേജ് സ്ക്രീനിൽ ദൃശ്യമാകാൻ അര സെക്കൻഡ് എടുക്കും. PowerPoint-ലെ ആനിമേഷൻ. അടുത്ത പേജിൽ കൂടുതൽ തോന്നാത്ത രൂപമാണ് ഞാൻ ആഗ്രഹിക്കുന്നത്.","Pros - weight is super light, small size, long battery, I fell it to floor a few times and screen didn't breakCons - it takes half second for the next page to appear on screen when turning pages, similar to ""fade in"" animation in PowerPoint. I would prefer more seemless appearance of next page.","The device is very lightweight, small in size, and has a long-lasting battery, I dropped it on the floor and the screen didn't break - flick in like pages when turning, it takes half a second for the next page to appear on the screen. Like PowerPoint animations. I want a more intuitive design for the next page."
55,വളരെ വ്യക്തമായ HD വീഡിയോ..ഇത് ഇഷ്‌ടപ്പെടുകയും മികച്ച വിലയിലും,Very clear HD video..love it and at a wonderful price,Very clear and sharp HD video...I love it and it's a great value.
56,ഞാൻ നൽകിയ വിലയ്ക്ക് ഈ ടാബ്‌ലെറ്റിൽ ഞാൻ അങ്ങേയറ്റം സംതൃപ്തനാണ്. ഇത് വിലകുറഞ്ഞതും അതിശയകരമായി പ്രവർത്തിക്കുന്നതുമായിരുന്നു. ഒരെണ്ണം വാങ്ങിയ എന്റെ സഹോദരിയോട് ഞാൻ ഇത് ശുപാർശ ചെയ്തു.,I am extremely satisfied with this tablet for the price I paid. It was inexpensive and it works wonderfully. I recommended it to my sister who also purchased one.,I am very satisfied with this tablet for the price I paid. It was a great value and works amazingly well. I even recommended it to my sister who bought one.
57,"വിലയ്ക്ക്, ഈ ടാബ്‌ലെറ്റ് മികച്ചതാണ്! ആവശ്യമുള്ളതും അതിന്റെ വൃത്തികെട്ടതും ചെയ്യുന്നു.","For the price, this tablet is great! Does what is needed and its sleek.","For the price, this tablet is great! It does exactly what it's supposed to do and does it well."
58,പ്രായമായ ഒരാൾക്ക് ഗെയിമുകൾ കളിക്കാൻ സമയം ചെലവഴിക്കാൻ അനുയോജ്യമായ സമ്മാനം. വിഷ്വൽ വലുപ്പം ന്യായമാണ്.,Gift suitable for an older person to spend time playing games. Visual size is reasonable.,A great gift for an older person to spend time playing games. The visual size is just right.
59,ഒരു കുട്ടിക്കുള്ള മികച്ച പഠന ടാബ്‌ലെറ്റാണിത്. ഒരു ചെറിയ കുട്ടി ഉള്ള എല്ലാ രക്ഷിതാക്കൾക്കും ഒരെണ്ണം ലഭിക്കാൻ ഞാൻ ശുപാർശ ചെയ്യുന്നു.,It's an excellent learning tablet for a child. I would recommend that every parent that has a small child to get one.,This is a great learning tablet for a child. I recommend it to all parents with a small child.
60,വിലകൂടിയ കേബിളിലും ഉപഗ്രഹത്തിലും ചരട് മുറിക്കുന്നതിന് അനുയോജ്യമാണ്,Perfect for cutting the cord on expensive cable and satellite,It is suitable for cutting the cord on both cable and satellite.
61,"എനിക്ക് വായിക്കാൻ ഇഷ്ടമാണ്, എന്റെ കിൻഡിൽ പുസ്തകങ്ങൾ ഡൗൺലോഡ് ചെയ്യുന്നത് വളരെ എളുപ്പമാണെന്ന് ഞാൻ കണ്ടെത്തി. ഞാൻ ഇത് ഇഷ്ടപ്പെടുന്നു.",I love to read and I find by downloading books on my kindle is so easy. I love it.,"I really like to read, I found that downloading my kids' books is very easy. I love it."
62,"ഈ ഉൽപ്പന്നം 13 വയസ്സുള്ള ഒരു കുട്ടിക്ക് വേണ്ടിയുള്ളതായിരുന്നു, അത് അവന്റെ ആവശ്യങ്ങൾക്ക് മികച്ച വിലയ്ക്ക് അനുയോജ്യമാണ്",This product was for a 13 year old and it was perfect for his needs at a great price,"This product was for a 13-year-old child, it was a great value for his needs."
63,"സ്നേഹം അത് വായനയെ ആനന്ദകരമാക്കുന്നു. കണ്ണുകൾക്ക് എളുപ്പമാണ്, എവിടെയും കൊണ്ടുപോകാൻ കഴിയും, ഉപയോഗിക്കാൻ ലളിതമാണ്.","Love it makes reading a pleasure. Easy on eyes, able to take anywhere, simple to use.","Reading is love. It makes reading enjoyable. Easy on the eyes, portable anywhere, and easy to use."
64,"നന്നായിട്ടുണ്ട്. ആ സമയത്ത് ഞാൻ എന്താണ് വാങ്ങുന്നതെന്ന് എനിക്ക് അറിയില്ലായിരുന്നു, പക്ഷേ എന്റെ പുസ്തകം ചാർജ് ചെയ്യാൻ എനിക്ക് അത് ആവശ്യമാണെന്ന് കരുതി. മറ്റ് ഇലക്ട്രോണിക്സിൽ നിന്ന് എനിക്ക് അവയിൽ പലതും ഇതിനകം തന്നെ ഉണ്ട്. ശരിക്കും അതിന്റെ ആവശ്യമില്ലായിരുന്നു.",It fine. I wasn't aware of what I was purchasing at the time but thought that I would need it in order to charge my book. Turns out I have several of them already from other electronics. Didn't really need it.,"It is fine. I didn't know what I was buying at that time, but I needed it to charge my book. I already have a lot of other electronics, so it wasn't necessary."
65,"ഏത് ലാപ്‌ടോപ്പിനും മികച്ച കൂട്ടാളി, മികച്ച വായനക്കാരൻ+. ആമസോൺ പ്രൈം അംഗത്വത്തിന് മൊത്തത്തിലുള്ള ഉപയോഗ എളുപ്പം വർദ്ധിപ്പിക്കാൻ കഴിയും.","Great companion to any laptop, and an excellent reader+. Amazon Prime membership can enhance the overall ease of use.","A great companion for any laptop, a great reader+. Amazon Prime membership can make overall usage easier to use."
66,സിനിമ കാണാനുള്ള മികച്ച ഡിസ്പ്ലേ അല്ല! ഇവിടെയുള്ള പുസ്തകങ്ങൾ വായിക്കുന്നത് വളരെ രസകരമാണ്,Not a great display for watching movies! Reading books on here is very cool,The display for watching movies is not great! Reading the books here is very entertaining.
67,"കിൻഡിൽ വൈറ്റ് ഭാരം കുറഞ്ഞ ഒരു മികച്ച വായനക്കാരനാണ്. ഒരു പ്രശ്നവുമില്ലാതെ ഒരു കൈകൊണ്ട് പിടിക്കാൻ ഇത് നിങ്ങളെ അനുവദിക്കുന്നു. കൂടാതെ, പേജുകൾ നിരന്തരം തിരിയാതെ രണ്ട് കൈകൊണ്ട് പിടിക്കാൻ വശങ്ങളിൽ മതിയായ ഇടമുണ്ട്.",The kindle white is an excellent ereader which is lightweight. It allows you to hold with one hand with no problem. Additionally there is enough room on the sides to hold with two hands without making pages constantly turn.,"It is a great reader, a Kindle White is a lightweight one. It allows you to hold it with one hand without any issues. Plus, there is enough space on the sides to hold it with two hands without having to turn the pages."
68,ഈ വിലയ്ക്ക് കൊള്ളാം................................,nice for this price................................,You can get it for this price.
69,ഈ കേസ് എന്റെ ആമസോൺ ഫയറിന് അനുയോജ്യമാണ്. അത് ഞാൻ ആഗ്രഹിച്ചത് മാത്രമായിരുന്നു.,This case fit my Amozon Fire great. It was just what I wanted.,This case is perfect for my Amazon Fire. It is exactly what I wanted.
