source,target
<E2M> So easy to move from room to room. We also take it on trips with us. Plug into any HDMI use the hotel internet and boom. All set.,room to room move ചെയ്യാൻ very easy ആണ്. trips ലും കൊണ്ടുപോകുന്നു. HDMI ൽ plug ചെയ്ത് hotel internet use ചെയ്താൽ ready ആണ്.
"<M2E> tablet kids ന് great ആണ്, easy setup operate ആണ്, great price ആണ്, Black Friday weekend ൽ വാങ്ങി, Best Buy ൽ available ആയിരുന്നു",This tablet is great for kids and is easy to set up and operate. Great price! Bought durning Black Friday weekend but Best Buy still had them available for the whole weekend!
"<M2E> Fire ന് great price, old fire 4 years ന് ശേഷം stop ചെയ്തു, Amazon login ചെയ്തു new device update ആയി apps എല്ലാം കിട്ടി","Great price for the fire, my other fire stopped working after 4 years, I logged into amazon, and it updated the new one with all my apps"
"<M2E> Nest thermostats, Sonos controller, WeMo switches, Dropcam HD camera, Ring doorbell പോലുള്ള smart devices വീട്ടിൽ implement ചെയ്തു. Echo smart hub ആയി മാറുന്നു. setup quick easy ആയിരുന്നു. Pandora Spotify integration breeze ആയിരുന്നു. ഇനി Sonos control വരാൻ wait ചെയ്യുന്നു","I have implemented several smart devices throughout our home like Nest thermostats, a Sonos controller, WeMo switches, a Dropcam HD camera and a Ring doorbell. The Echo is quickly becoming the smart hub to control many of these devices. Setup was quick and easy. Integration with my Pandora and Spotify accounts was a breeze. Now I just need to patiently wait for my Echo to beginning offering Sonos control."
<E2M> I use this for my daughters educational apps. She loves it. perfect size for her hands and still big enough for her to enjoy Peppa Pig.,"എന്റെ daughter ന്റെ educational apps നു ഉപയോഗിക്കുന്നു, അവൾ love ചെയ്യുന്നു, perfect size ആണ്, Peppa Pig കാണാനും enough ആണ്."
"<E2M> I purchased this tablet about a month ago, have enjoyed it every since! I would truthfully say it is one of the best.","ഏകദേശം ഒരു മാസം മുമ്പ് ഞാൻ ഈ tablet purchase ചെയ്തു, അന്നുമുതൽ enjoy ചെയ്യുന്നു! ഇത് one of the best ആണ് എന്ന് ഞാൻ truthfully പറയും"
"<M2E> really good tablet ആണ്, kids apps love ചെയ്യുന്നു.",A really good tablet. The kids love the apps that come with it.
<M2E> Best Buy rep നോട് great experience great job,Had a great experience with my Best Buy rep! Great Job!
"<M2E> Black Friday സമയത്ത് Kindle വാങ്ങൂ, Kindle discount ലഭിക്കുന്ന ഏക സമയം അതാണ് എന്ന് ഞാൻ think ചെയ്യുന്നു. iPad ഉണ്ടാകുന്നതിനാൽ long time hesitate ചെയ്തു, പക്ഷേ കൂടുതൽ reading ചെയ്യാൻ want ആണ്, so why not","get the kindle during Black Friday where I think it's the only time kindle get discount. hesitate to get it for a long time since already have the iPad, but want to do more reading, so, why not"
"<M2E> new Kindle enjoy ചെയ്തു, പക്ഷേ HDMI port ഇല്ലാത്തത് disappointed ആയി","I have enjoyed the new Kindle,however, was extremely disappointed that it does not have an HDMI port like the old version did."
"<M2E> really great item ആണ്, definitely recommend ചെയ്യും.",Really great item to have and would definitely recommend it
"<M2E> grandson ന് Christmas ന് വാങ്ങി, so far good ആണ്. അവന് ചില കാര്യങ്ങൾ മനസ്സിലാകുന്നില്ല, പക്ഷേ later പഠിക്കും.",I bought it for my grandson for Christmas and so far it has been good. It is him that is the problem. He isn't able to understand some of the stuff but will in time.
<E2M> Easy to use and great for downloading books from the library.,easy to use ആണ് library ൽ നിന്ന് books download ചെയ്യാൻ great ആണ്
<E2M> Connected hardwire to the home network. Added Playstation Vue. Very Happy. Some limits on live sports can be a problem.,"home network ൽ hardwire connect ചെയ്തു, PlayStation Vue add ചെയ്തു, very happy ആണ്, live sports limits issue ആകാം."
<M2E> travel സമയത്ത് videos കാണാനും photos എടുക്കാനും എന്റെ niece ന് use ചെയ്യാൻ great unit ആണ്,Great unit my neice can use when traveling to watch videos and take photos.
<E2M> OTT= Over the Top digital television is the wave of the future for the TV industry. Amazon Fire TV is leading this revolution.,OTT future ആണ് TV industry യിൽ. Amazon Fire TV ഈ revolution lead ചെയ്യുന്നു
<E2M> Getting used to it. Sometimes she doesn't respond.,"getting used to it ആണ്, ചിലപ്പോൾ അവൾ respond ചെയ്യില്ല"
"<E2M> She really loves using this table, it's easy and simple. Having so much fun playing games. Her Christmas gift was exactly what she wanted. She dropped it a couple of times with no damages.","അവൾ ഈ tablet use ചെയ്യുന്നത് really love ചെയ്യുന്നു, easy simple ആണ്, games play ചെയ്ത് fun ആണ്, Christmas gift exactly wanted ആയിരുന്നു, drops ഉണ്ടായിട്ടും damage ഇല്ല."
"<M2E> new Paperwhite first gen Kindle നേക്കാൾ big improvement ആണ്. text crisp easy ആണ്, backlit screen ഏത് lighting ൽയും reading possible ആണ്.","The new paperwhite is a big improvement over the first generation Kindle I had. The text is much more crisp and easier to read, and the backlit screen makes reading possible in any lighting condition."
"<M2E> granddaughter വേണ്ടി tablet വാങ്ങി, അവൾ love ചെയ്യുന്നു, easy use ആണ്, size perfect ആണ്.","I bought this tablet for my granddaughter. She loves it, it's easy for her to use, and just right for her size."
"<E2M> I love my PCs and they are in constant use, but my new addition to the family, the Amazon Fire tablet, now provides me the convenience and portability that I'd been previously missing. Every time I pick it up and turn it on I experience something new to explore and use. A real winner!","എനിക്ക് എന്റെ PCs ഇഷ്ടമാണ്, അവ constant use ലാണ്, പക്ഷേ family ലേക്ക് പുതിയ addition ആയ Amazon Fire tablet എനിക്ക് convenience ഉം portability ഉം നൽകുന്നു. ഓരോ തവണയും ഞാൻ അത് use ചെയ്യുമ്പോൾ പുതിയ കാര്യങ്ങൾ explore ചെയ്യാൻ കഴിയുന്നു. a real winner!"
"<M2E> little kids ന് perfect. good quality, fast enough.",Thanks perfect for my little kids they love this tablet good quality and fast enough for them
"<M2E> ഇത് fun ആണ്, എന്റെ girls ഇത് love ചെയ്യുന്നു. small gatherings ന് great ആണ്","It's fun, my girls love it. Great for small gathering."
"<M2E> fabulous new functionality ആണ്, night reading capabilities love ചെയ്യുന്നു",Fabulous new functionality love the night reading capabilities
"<M2E> cable TV ഒഴിവാക്കാൻ വാങ്ങി, works great ആണ്, setup easy ആണ്, quickly working ആയി.",Bought this to get rid of cable tv. Works great ! Very easy to set up and was able to get this working in no time.
<E2M> The Kindle Paperwhite is my first ereader and I love it. It works as advertised and is very easy to navigate. I haven't tried it in bright sunlight yet but have had no difficulty seeing the screen in all other situations. It is lightweight and easy to hold. I have a cover on it which I find increases the grip.,"Kindle Paperwhite എന്റെ first ereader ആണ്, ഞാൻ അതിനെ love ചെയ്യുന്നു. ഇത് advertised പോലെ work ചെയ്യുന്നു, navigate ചെയ്യാൻ very easy ആണ്. bright sunlight ൽ ഇതുവരെ try ചെയ്തിട്ടില്ല, പക്ഷേ മറ്റ് എല്ലാ situations ലും screen കാണാൻ problem ഇല്ല. ഇത് lightweight ആണ്, hold ചെയ്യാൻ easy ആണ്. cover ഉപയോഗിക്കുന്നത് grip increase ചെയ്യുന്നു."
