index,manglish,eng,mal,gpt5_fewshot
41,"ഇത് lightweight ഉം easy to use ഉം ആണെന്ന് ഞാൻ love ചെയ്യുന്നു. എന്റെ local librarian എനിക്ക് e books borrow ചെയ്യാൻ എങ്ങനെ എന്ന് കാണിച്ചു, അത് ചെയ്യാൻ വളരെ simple ആണ്. എനിക്ക് perfect ആണ്",I love that it is lightweight and easy to use. My local librarian showed me how to borrow e-books and it is so simple to do. Perfect for me.,"ഇത് ഭാരം കുറഞ്ഞതും ഉപയോഗിക്കാൻ എളുപ്പമുള്ളതുമാണെന്ന് ഞാൻ ഇഷ്ടപ്പെടുന്നു. ഇ-ബുക്കുകൾ എങ്ങനെ കടമെടുക്കാമെന്ന് എന്റെ പ്രാദേശിക ലൈബ്രേറിയൻ എനിക്ക് കാണിച്ചുതന്നു, അത് ചെയ്യാൻ വളരെ ലളിതമാണ്. എനിക്ക് അനുയോജ്യം.","I love that it is lightweight and easy to use. My local librarian showed me how to borrow e-books, and it is very simple. It is perfect for me."
42,"this product disappoint ചെയ്തില്ല. deal of the day ൽ വാങ്ങി, regret ഇല്ല. sound quality great, voice commands accurate.",This product did not disappoint me. I purchased it on the deal of the day and do not regret it for a second. Great sound quality and unbelievably accurate with voice commands.,"ഈ ഉൽപ്പന്നം എന്നെ നിരാശപ്പെടുത്തിയില്ല. അന്നത്തെ ഡീലിൽ ഞാൻ ഇത് വാങ്ങി, ഒരു നിമിഷം പോലും ഖേദിക്കുന്നില്ല. മികച്ച ശബ്‌ദ നിലവാരവും വോയ്‌സ് കമാൻഡുകൾ ഉപയോഗിച്ച് അവിശ്വസനീയമാംവിധം കൃത്യവുമാണ്.",This product did not disappoint. Bought it on deal of the day and have no regret. Sound quality is great and voice commands are accurate.
43,Alexa വീട്ടിലേക്ക് കൊണ്ടുവന്ന് on ചെയ്തതോടെ എല്ലാ smart devices ലേക്കും ഉടനെ link ചെയ്തു. ഏകദേശം 10 minutes ൽ ready ആയി. ഞാൻ വളരെ pleased ആണ്.,Brought Alexa home turn her on and immediately she linked to all the smart devices inside my home. I think we were up and running in about 10 minutes. I couldn't be more pleased.,"അലക്‌സയെ വീട്ടിലേക്ക് കൊണ്ടുവന്നു, അവളെ ഓണാക്കി, ഉടൻ തന്നെ അവൾ എന്റെ വീട്ടിനുള്ളിലെ എല്ലാ സ്മാർട്ട് ഉപകരണങ്ങളിലേക്കും ലിങ്ക് ചെയ്തു. ഏകദേശം 10 മിനിറ്റിനുള്ളിൽ ഞങ്ങൾ എഴുന്നേറ്റു പോയി എന്ന് ഞാൻ കരുതുന്നു. എനിക്ക് കൂടുതൽ സന്തോഷിക്കാൻ കഴിഞ്ഞില്ല.","After bringing Alexa home and turning it on, it immediately linked to all smart devices. It was ready in about 10 minutes. I am very pleased."
44,ഈ reader digital media on the go use ചെയ്യാൻ great ആണ്. കുറച്ച് tweaks ഉപയോഗിച്ച് ഇത് cheap functional tablet ആകും.,This reader is great for consuming your digital media on the go. With a few tweaks it is quite a function tablet for cheap.,എവിടെയായിരുന്നാലും നിങ്ങളുടെ ഡിജിറ്റൽ മീഡിയ ഉപയോഗിക്കുന്നതിന് ഈ റീഡർ മികച്ചതാണ്. കുറച്ച് ട്വീക്കുകൾ ഉപയോഗിച്ച് ഇത് വിലകുറഞ്ഞ ഒരു ഫംഗ്ഷൻ ടാബ്‌ലെറ്റാണ്.,"This reader is great for using digital media on the go. With some tweaks, it becomes a cheap functional tablet."
45,"എന്റെ 6 year old granddaughter നു വേണ്ടി ഈ tablet വാങ്ങി, ഇത് great decision ആയിരുന്നു എന്ന് ഞാൻ പറയണം. അവൾ ഇത് learning നും fun നും വേണ്ടി use ചെയ്തു. അവൾ തന്റെ tablet ൽ games കളിക്കുകയും, favorite music കേൾക്കുകയും, movies കാണുകയും ചെയ്യുന്നത് ഞാൻ കാണുന്നു. അവൾക്ക് tablet use ചെയ്യാൻ ഒരു problem ഉം ഇല്ല, അവൾ Amazon Fire Kids Edition tablet operate ചെയ്യുന്നത് എന്നെ പോലും പഠിപ്പിച്ചു.","I got this tablet for my 6 year old grand daughter and I must say it was a great decision. She used her tablet for learning and fun. I watch her play her games on her tablet, listen to her favorite music and watch her movies. She has no problem using her tablet, she has even taught me how to operate her Amazon Fire Kids Edition tablet","എന്റെ 6 വയസ്സുള്ള കൊച്ചുമകൾക്ക് വേണ്ടിയാണ് എനിക്ക് ഈ ടാബ്‌ലെറ്റ് ലഭിച്ചത്, ഇതൊരു മികച്ച തീരുമാനമാണെന്ന് ഞാൻ പറയണം. പഠനത്തിനും വിനോദത്തിനുമായി അവൾ അവളുടെ ടാബ്‌ലെറ്റ് ഉപയോഗിച്ചു. അവളുടെ ടാബ്‌ലെറ്റിൽ അവളുടെ ഗെയിമുകൾ കളിക്കുന്നതും അവളുടെ പ്രിയപ്പെട്ട സംഗീതം കേൾക്കുന്നതും അവളുടെ സിനിമകൾ കാണുന്നതും ഞാൻ കാണുന്നു. അവളുടെ ടാബ്‌ലെറ്റ് ഉപയോഗിക്കുന്നതിൽ അവൾക്ക് ഒരു പ്രശ്‌നവുമില്ല, അവളുടെ ആമസോൺ ഫയർ കിഡ്‌സ് എഡിഷൻ ടാബ്‌ലെറ്റ് എങ്ങനെ പ്രവർത്തിപ്പിക്കണമെന്ന് പോലും അവൾ എന്നെ പഠിപ്പിച്ചു","I bought this tablet for my 6-year-old granddaughter, and I must say it was a great decision. She uses it for learning and fun. I see her playing games, listening to music, and watching movies. She has no problem using it and even taught me how to operate the Amazon Fire Kids Edition tablet."
46,എന്റെ family/kids പോലെ product ൽ വളരെ satisfied ആണ്.,Very satisfied with product as do my family /kids.,എന്റെ കുടുംബം/കുട്ടികൾ പോലെ ഉൽപ്പന്നത്തിൽ വളരെ സംതൃപ്തനാണ്.,My family and kids are very satisfied with this product.
47,"എന്റെ grandmaയ്ക്ക് tablet കിട്ടി. അവൾക്ക് അത് figure out ചെയ്യാൻ കഴിഞ്ഞു, അവൾക്ക് mobile phone പോലും ഇല്ല. under $40 ന് not bad ആണ്",Got the tablet for my grandma. She was able to figure it out and she doesn't even have a mobile phone. Not bad for under $40.,"എന്റെ മുത്തശ്ശിക്ക് ടാബ്‌ലെറ്റ് ലഭിച്ചു. അവൾക്ക് അത് മനസിലാക്കാൻ കഴിഞ്ഞു, അവളുടെ കൈയിൽ ഒരു മൊബൈൽ ഫോൺ പോലും ഇല്ല. $40-ന് താഴെയുള്ളതിന് മോശമല്ല.",My grandma got a tablet. She was able to figure it out even though she does not have a mobile phone. Not bad for under $40.
48,"I love these, works great ആണ്, plug and play feel ആണ്.",I love these. Works great.nothing like plug and play.,എനിക്ക് ഇവ ഇഷ്ടമാണ്. മികച്ച രീതിയിൽ പ്രവർത്തിക്കുന്നു.പ്ലഗ് ആൻഡ് പ്ലേ പോലെ ഒന്നുമില്ല.,I love these. It works great and feels like plug and play.
49,"എനിക്ക് വേണ്ടതെല്ലാം simply ചെയ്യുന്നു, Silk browser wonders work ചെയ്യുന്നു.",Simply does everything I need. Thank youAnd silk works wonders,"എനിക്ക് ആവശ്യമുള്ളതെല്ലാം ലളിതമായി ചെയ്യുന്നു. നന്ദി, പട്ട് അത്ഭുതങ്ങൾ പ്രവർത്തിക്കുന്നു",It simply does everything I need. Silk browser works wonders.
50,Amazon Echoയുടെ possibilities endless ആണ്. ഇപ്പോൾ just getting started ആണ് പക്ഷേ long time use ചെയ്യും എന്ന് അറിയാം,"The possibilities are endless with the Amazon Echo. I'm just getting started with the Echo, but I know that I'll be using this for a long time.","ആമസോൺ എക്കോയുടെ സാധ്യതകൾ അനന്തമാണ്. ഞാൻ എക്കോ ഉപയോഗിച്ച് തുടങ്ങുകയാണ്, പക്ഷേ ഞാൻ ഇത് വളരെക്കാലമായി ഉപയോഗിക്കുമെന്ന് എനിക്കറിയാം.","The possibilities of Amazon Echo are endless. Just getting started now, but I know I will use it for a long time."
51,"tablet worry ഇല്ല, easy to work ആണ്, big devices പോലെ functionality ഉണ്ട്.",No worries with this tablet. It's easy to work and has all the functionality of the big boys.,ഈ ടാബ്‌ലെറ്റിൽ വിഷമിക്കേണ്ടതില്ല. ഇത് പ്രവർത്തിക്കാൻ എളുപ്പമാണ് ഒപ്പം വലിയ ആൺകുട്ടികളുടെ എല്ലാ പ്രവർത്തനങ്ങളും ഉണ്ട്.,No worries with this tablet. It is easy to use and has functionality like bigger devices.
